product_name,current_price,recommended_price,action,current_demand,predicted_demand,current_profit,expected_profit,profit_change,improvement_pct
Phone Case,488,439.2,Decrease 10%,78.96165924158268,81.48499450162619,22740.95786157581,19491.210684788985,-3249.7471767868265,-14.29028274256535
Power Bank,1470,1617.0000000000002,Increase 10%,42.48852491695477,26.627644273240335,24218.45920266422,19092.020943913325,-5126.438258750895,-21.167483099779307
Mechanical Keyboard,3234,2910.6,Decrease 10%,69.46714665808713,126.55401887035345,78775.7443102708,102584.6876963085,23808.94338603769,30.223698416942117
Gaming Mouse,1301,1170.9,Decrease 10%,36.280553390975655,49.701120772738065,18902.168316698317,19428.168110063314,525.9997933649975,2.7827484368569784
Power Bank,1408,1267.2,Decrease 10%,61.99000394828289,75.87598702553733,31490.92200572771,27861.66243577731,-3629.259569950398,-11.524780282045386
Gaming Mouse,1313,1181.7,Decrease 10%,23.180028801445744,33.00479238345757,12354.955351170582,13258.025100434907,903.0697492643249,7.309372827306597
Wireless Headphones,2496,2246.4,Decrease 10%,58.11148621450374,75.2387595711523,57879.040269645724,56158.21014390809,-1720.830125737637,-2.9731490323969916
Mechanical Keyboard,3571,3213.9,Decrease 10%,35.884832717257154,62.63128625302295,52786.58892708527,69764.98975724226,16978.400830156992,32.16423181579218
Phone Case,469,422.1,Decrease 10%,44.62333442668618,47.757971417778,12003.676960778583,10607.045451888494,-1396.6315088900883,-11.635030778098347
Webcam HD,2030,1827.0,Decrease 10%,27.64531887139707,45.612081258662585,22945.614663259566,28598.77494918144,5653.160285921873,24.637214425873246
Laptop Stand,825,742.5,Decrease 10%,64.11794576300458,69.5366941861944,18273.614542456307,14081.180572704365,-4192.433969751943,-22.94255446841883
USB Cable,275,247.5,Decrease 10%,76.38997729085116,68.57721805322439,11840.44648008193,8743.595301786108,-3096.8511782958212,-26.154851369037164
Bluetooth Speaker,2014,1812.6000000000001,Decrease 10%,56.8001233785026,78.06818235540739,49643.30783281127,52508.65945224702,2865.3516194357508,5.771878918878012
Mechanical Keyboard,3735,3361.5,Decrease 10%,21.65476987009832,52.23030532060952,35405.548737610756,65888.5301619489,30482.981424338148,86.09662188897684
Wireless Headphones,2484,2235.6,Decrease 10%,16.724648694055915,37.853689502375154,16457.05431495102,27845.17399794716,11388.11968299614,69.19901620942079
Laptop Stand,860,817.0,Decrease 5%,42.92679088107734,40.2193086095164,13736.573081944749,11140.748484836044,-2595.8245971087053,-18.89717749560579
Mechanical Keyboard,3264,2937.6,Decrease 10%,70.15543744865039,96.09975412974076,81660.92919022906,80493.15405907085,-1167.7751311582106,-1.4300291984651308
Gaming Mouse,1371,1233.9,Decrease 10%,31.19787413821484,38.990733599312115,18437.94361568497,17697.89398072777,-740.0496349571986,-4.013731956136616
USB Cable,274,301.40000000000003,Increase 10%,65.39660676947106,72.65812729610275,10071.077442498543,13180.18429151304,3109.106849014497,30.87164076302799
Power Bank,1378,1240.2,Decrease 10%,50.83361275546209,62.63835280545788,24298.46689711088,21309.567624416773,-2988.899272694107,-12.300773070787816
Phone Case,512,460.8,Decrease 10%,46.70247946576558,51.27832466176715,14571.173593318861,13373.387071788873,-1197.786521529988,-8.220247421108168
Wireless Headphones,2747,2472.3,Decrease 10%,29.203160478476736,54.00432379022493,36416.34111666049,52508.40402123571,16092.062904575214,44.18912612067193
Smart Watch,5058,4552.2,Decrease 10%,93.68124919133243,112.06965836460789,192796.01083576214,173954.52371354433,-18841.487122217804,-9.772757766377424
Wireless Headphones,2290,2061.0,Decrease 10%,52.47823394007179,66.50535488672547,41457.804812656716,37309.50409145299,-4148.300721203726,-10.006079048202006
Gaming Mouse,1202,1081.8,Decrease 10%,33.033222187029416,39.27852201765861,13940.019762926413,11854.257944929366,-2085.761817997047,-14.962402159171582
Wireless Headphones,2726,2589.7,Decrease 5%,32.16931212414091,44.72799460687101,39439.57666419676,48740.095723107326,9300.51905891057,23.58169089414588
Laptop Stand,842,799.9,Decrease 5%,51.11867405758698,52.34478504810945,15437.839565391268,13604.409634003645,-1833.4299313876236,-11.876207960457293
Bluetooth Speaker,1821,1638.9,Decrease 10%,50.77941448383105,71.87188597076639,34580.78126348894,35856.883910815355,1276.1026473264137,3.690207683866725
Phone Case,497,447.3,Decrease 10%,65.93973274213744,70.66653296719515,19584.10062441482,17475.833602787363,-2108.2670216274564,-10.765197044581935
Gaming Mouse,1409,1268.1000000000001,Decrease 10%,50.95434592827749,70.8158618075638,32050.28358888654,34565.2221482719,2514.938559385362,7.846852750649043
Mechanical Keyboard,3467,3120.3,Decrease 10%,-0.7044114138201893,30.96275776663812,-962.9304026921989,31591.30174930088,32554.23215199308,0.0
Power Bank,1520,1368.0,Decrease 10%,54.82155204509939,71.11106210872856,33989.362267961624,33279.97706688497,-709.3852010766568,-2.087080056060138
Webcam HD,2142,1927.8,Decrease 10%,31.299513550515925,52.58730336817426,29484.141764586002,38273.039391357226,8788.897626771224,29.80889759975224
Wireless Headphones,2521,2268.9,Decrease 10%,64.95254300944424,79.11630336706868,66316.54641264256,60832.525658939114,-5484.020753703451,-8.269460715852325
Mechanical Keyboard,3723,3350.7000000000003,Decrease 10%,29.87217435445311,80.48749377001621,48482.5389772774,100665.70845815931,52183.16948088191,107.63291399680801
Phone Case,543,488.7,Decrease 10%,59.80390355280265,67.51213203516501,20512.73891861131,19490.752518552137,-1021.9864000591733,-4.982203518087582
Bluetooth Speaker,1837,1653.3,Decrease 10%,54.948661852926584,71.53074539280404,38299.21731148983,36716.731610126306,-1582.4857013635265,-4.1319008910628
Bluetooth Speaker,1732,1558.8,Decrease 10%,44.491037671004,62.73413064830513,26338.69430123437,26273.053915510187,-65.64038572418212,-0.2492165517905186
Mechanical Keyboard,3750,3375.0,Decrease 10%,47.848812135158354,91.3169215876771,78950.54002301129,116429.07502428831,37478.53500127702,47.47090392333397
Wireless Headphones,2312,2080.8,Decrease 10%,7.061921752997677,24.444376212952935,5734.280463434114,14197.293704483069,8463.013241048955,147.58631523196675
Smart Watch,4891,4646.45,Decrease 5%,39.772705619161464,71.49433556277837,75210.18632583432,117711.84878733644,42501.662461502114,56.51051345275421
Gaming Mouse,1213,1091.7,Decrease 10%,68.33990117500547,69.49977834322827,29591.177208777368,21663.080909584256,-7928.096299193112,-26.79209496552733
Bluetooth Speaker,1950,1755.0,Decrease 10%,41.13899984875426,53.13809449184805,33322.58987749095,32679.928112486552,-642.6617650043991,-1.9286068921026758
Gaming Mouse,1224,1101.6000000000001,Decrease 10%,24.45233894903263,27.82935969978298,10856.838493370487,8949.92207945021,-1906.9164139202767,-17.564196198411693
Smart Watch,4903,4657.849999999999,Decrease 5%,28.04080595934364,58.38643582155023,53361.65374063094,96795.95262675702,43434.298886126075,81.39608846690236
USB Cable,275,247.5,Decrease 10%,66.10160244602955,57.1309817634542,10245.74837913458,7284.200174840411,-2961.5482042941694,-28.90514284271658
Smart Watch,5006,4505.400000000001,Decrease 10%,63.51833193174266,111.58122926842988,127417.77385507578,167974.3825406944,40556.60868561863,31.829632129460585
Gaming Mouse,1372,1234.8,Decrease 10%,43.73594161703155,52.93726650942644,25891.677437282677,24075.868808487143,-1815.8086287955339,-7.013097676633587
Phone Case,471,423.90000000000003,Decrease 10%,60.386711109685564,70.04092967074135,16364.798710724788,15682.16415327899,-682.6345574457973,-4.171359327496206
Webcam HD,1935,2128.5,Increase 10%,60.70143499829541,50.19738901150295,44615.554723747126,46608.275697180485,1992.7209734333592,4.46642653167038
Power Bank,1591,1431.9,Decrease 10%,38.064770292804525,51.26088320454002,26302.756272327926,27265.663776494843,962.9075041669166,3.6608616001964513
Mechanical Keyboard,3841,3456.9,Decrease 10%,19.52018262538864,61.61830310908358,33984.63795080162,83609.87548871551,49625.23753791389,146.02255763252393
Laptop Stand,852,766.8000000000001,Decrease 10%,75.01407812867104,85.39543099876155,23404.392376145366,19367.683750519125,-4036.708625626241,-17.247654033268585
USB Cable,321,288.90000000000003,Decrease 10%,44.51380139550404,51.57280305375779,8947.274080496312,8710.646435779692,-236.62764471662013,-2.6446897970012135
Mechanical Keyboard,3456,3110.4,Decrease 10%,1.5022439656468296,30.68526007865195,2037.0428174171009,31004.386783469934,28967.343966052835,1422.0292140340189
Webcam HD,2067,1963.6499999999999,Decrease 5%,27.537882328547983,44.632048480384704,23875.343978851102,34083.263822045774,10207.919843194672,42.755069213816974
Power Bank,1415,1273.5,Decrease 10%,82.18236731278691,81.6357257476839,42323.91916608526,30490.94356675994,-11832.97559932532,-27.958128246325654
Wireless Headphones,2344,2109.6,Decrease 10%,35.381797797442125,58.51638174251086,29862.237341041153,35671.58631023461,5809.348969193459,19.453830276840588
Webcam HD,2134,1920.6000000000001,Decrease 10%,54.16679903329477,86.84069075807881,50591.790297097315,62577.4017602716,11985.611463174282,23.69082294338564
Bluetooth Speaker,2061,1854.9,Decrease 10%,16.043127603284358,35.0065410778761,14775.720522624893,25026.17621657363,10250.455693948736,69.37364359493009
Webcam HD,1824,1641.6000000000001,Decrease 10%,65.03492505207105,80.84056697001714,40581.79323249233,35699.19437395958,-4882.5988585327505,-12.031500999870639
Power Bank,1477,1329.3,Decrease 10%,37.711283321874774,48.155268937661624,21759.410476721743,20673.056954938133,-1086.3535217836106,-4.992568723062574
Phone Case,543,488.7,Decrease 10%,49.76658192360902,63.336270654455234,17069.937599797893,18285.181337941227,1215.2437381433338,7.119204338261448
Gaming Mouse,1332,1198.8,Decrease 10%,22.356295615540713,35.8089441141432,12340.675179778473,14996.785795003172,2656.1106152246994,21.523219568869482
Phone Case,517,465.3,Decrease 10%,55.15185117142398,56.897913592013985,17483.136821341403,15095.01647596131,-2388.1203453800917,-13.659564469374564
Mechanical Keyboard,3198,2878.2000000000003,Decrease 10%,56.11496845610702,82.33014922908154,61614.23536480551,64069.322130071276,2455.086765265769,3.9846096453679793
USB Cable,322,289.8,Decrease 10%,35.6126940169547,49.068884347879894,7193.764191424849,8331.896562270007,1138.1323708451582,15.82109644630611
Phone Case,476,523.6,Increase 10%,50.72497619105793,56.99840920945895,14000.093428731987,18444.685220180916,4444.591791448929,31.74687236249025
Mechanical Keyboard,3410,3069.0,Decrease 10%,57.53667610844984,78.960258114862,75373.04570206928,76512.49011330128,1139.4444112319907,1.511739907308414
Laptop Stand,899,809.1,Decrease 10%,69.81336111907723,71.51481785943605,25062.996641748727,19244.637485974243,-5818.359155774484,-23.214938097555912
Bluetooth Speaker,1814,1723.3,Decrease 5%,24.723174640122494,30.62522548683997,16663.41970744256,17863.694026473753,1200.2743190311921,7.2030491946086
Power Bank,1380,1242.0,Decrease 10%,40.65598283596532,54.199168227431606,19514.87176126335,18536.11553378161,-978.7562274817428,-5.0154376593166
Wireless Headphones,2638,2374.2000000000003,Decrease 10%,8.637370985406424,28.77195851598159,9829.32818139251,25152.446134671114,15323.117953278605,155.89181346377424
Bluetooth Speaker,1848,1663.2,Decrease 10%,35.44412331071829,47.14808309810223,25094.43930398855,24667.87707692709,-426.5622270614622,-1.6998276865013027
Wireless Headphones,2475,2227.5,Decrease 10%,59.46148598143773,83.00838311824761,57974.94883190179,60388.598718525136,2413.649886623345,4.163263504762576
USB Cable,275,247.5,Decrease 10%,59.55580195422985,58.203574980964646,9231.149302905627,7420.955810072993,-1810.1934928326345,-19.60962208966604
Phone Case,450,405.0,Decrease 10%,60.90584858566532,60.156931719957306,15226.46214641633,12332.171002591247,-2894.291143825083,-19.008296976630763
USB Cable,299,269.1,Decrease 10%,84.90326393573396,85.63931504921196,15197.684244496379,12768.821873837505,-2428.8623706588733,-15.981792565130116
Gaming Mouse,1414,1272.6000000000001,Decrease 10%,54.41891320913321,60.63111777710766,34501.59097459046,29866.888617003242,-4634.702357587215,-13.433300397655737
Wireless Headphones,2324,2091.6,Decrease 10%,60.34557271097406,76.74940398626146,49724.75191384263,45404.94739827227,-4319.8045155703585,-8.687433017373767
Gaming Mouse,1199,1079.1000000000001,Decrease 10%,36.34187572875632,37.67608113196678,15227.245930348898,11268.91586657127,-3958.3300637776283,-25.995049149947842
Phone Case,511,459.90000000000003,Decrease 10%,70.75088317622576,70.33720139409643,22003.52466780621,18280.638642325663,-3722.8860254805477,-16.91949849710931
Power Bank,1620,1458.0,Decrease 10%,40.43379725523784,54.209507945367314,29112.334023771247,30248.90543351496,1136.5714097437121,3.9040889295089207
Bluetooth Speaker,1970,1773.0,Decrease 10%,30.45129169852152,53.318895362865874,25274.57210977286,33750.860764694095,8476.288654921234,33.53682356364691
Mechanical Keyboard,3614,3433.2999999999997,Decrease 5%,33.4285166510447,51.33491828542179,50610.77420968168,68444.84654995287,17834.07234027119,35.23769912387467
Smart Watch,5456,4910.400000000001,Decrease 10%,15.920579267248073,57.080583737939754,39100.942680361266,109046.74717296014,69945.80449259887,178.88521272846359
Bluetooth Speaker,1847,1662.3,Decrease 10%,47.490554649877545,70.91905447345817,33575.82213746342,37041.0221514872,3465.2000140237797,10.320521713025633
Bluetooth Speaker,1709,1538.1000000000001,Decrease 10%,60.053236154261086,79.81364195675424,34170.29137177456,31773.81086298387,-2396.48050879069,-7.013345255727721
Laptop Stand,988,889.2,Decrease 10%,57.496017702649304,68.14950650723206,25758.21593078689,23797.807672325438,-1960.4082584614516,-7.610807610779909
Mechanical Keyboard,3760,3384.0,Decrease 10%,42.897377484534495,66.4617491467116,71209.64662432726,85336.88590437769,14127.239280050431,19.838940297766005
USB Cable,324,291.6,Decrease 10%,49.66440670133148,52.41754316741886,10131.538967071621,8994.850407529078,-1136.6885595425429,-11.219307977167922
Gaming Mouse,1315,1183.5,Decrease 10%,35.05986715209892,51.14996765899472,18757.02892637292,20639.01195040437,1881.9830240314477,10.033481482695404
Bluetooth Speaker,1788,1609.2,Decrease 10%,69.36845450973986,98.457381456648,44950.75852231143,46196.20337945924,1245.4448571478133,2.7706870764586395
USB Cable,294,264.6,Decrease 10%,65.63642482232783,60.386312177606335,11420.737919085042,8731.860740881877,-2688.8771782031654,-23.543812993990684
Laptop Stand,913,958.6500000000001,Increase 5%,64.19823690094891,64.64695500026103,23945.942364053946,27064.447710859287,3118.505346805341,13.02310554078103
Power Bank,1634,1470.6000000000001,Decrease 10%,51.22137856107476,71.09589557290909,37596.49186382887,40567.31801390193,2970.8261500730587,7.901870634188757
Power Bank,1444,1371.8,Decrease 5%,29.714390329531923,38.4426500036688,16164.628339265366,18137.24227173094,1972.6139324655724,12.203274279272552
Wireless Headphones,2734,2597.2999999999997,Decrease 5%,-0.045800031830692894,7.679439268646431,-56.517239279075035,8426.648709485726,8483.165948764801,0.0
Gaming Mouse,1186,1067.4,Decrease 10%,36.69569814386999,50.23423649586665,14898.453446411217,14437.319568912078,-461.1338774991382,-3.0951795040861607
Smart Watch,4632,4168.8,Decrease 10%,8.855849021631466,48.30343032107851,14452.745603302552,56457.04935927657,42004.30375597402,290.63200106681285
Wireless Headphones,2625,2362.5,Decrease 10%,3.6127868171793422,23.590786709891443,4064.38516932676,20347.05353728137,16282.668367954608,400.6182408802493
Wireless Headphones,2407,2166.3,Decrease 10%,52.96272972083875,73.02318998811262,48037.19585680075,48655.351489079454,618.1556322787073,1.2868270540217088
Power Bank,1574,1416.6000000000001,Decrease 10%,38.39422389562148,49.95876625927949,25877.706905648876,25808.698649543792,-69.008256105084,-0.26667067664337796
USB Cable,312,280.8,Decrease 10%,71.72957396260657,68.00545340701096,13772.07820082046,10935.276907847363,-2836.8012929730976,-20.598207849299733
USB Cable,320,288.0,Decrease 10%,45.72150551525113,48.68199549978674,9144.301103050226,8178.575243964172,-965.7258590860538,-10.560958658326777
Smart Watch,4618,4156.2,Decrease 10%,55.40517737611415,98.15382461208539,89645.5769945527,113485.4520164931,23839.875021940403,26.59347602100774
Mechanical Keyboard,3579,3221.1,Decrease 10%,93.76827257978374,102.32166975315126,138683.27514550014,114712.82396025787,-23970.451185242273,-17.284312877737833
Gaming Mouse,1195,1075.5,Decrease 10%,42.175647443741305,54.50017343533105,17502.893689152643,16104.801250140325,-1398.0924390123182,-7.987778842985152
Wireless Headphones,2524,2776.4,Increase 10%,63.24091497880164,41.82145077576996,64758.69693829288,53380.89977019278,-11377.7971681001,-17.56952765578614
Smart Watch,5020,4518.0,Decrease 10%,101.5291101285992,110.35918438158286,205088.80245977038,167525.2418912428,-37563.56056852758,-18.31575401387208
Bluetooth Speaker,2079,1871.1000000000001,Decrease 10%,39.799499449606834,72.18086554780204,37371.72998318082,52771.43080199808,15399.700818817262,41.20681816375081
Mechanical Keyboard,3706,3335.4,Decrease 10%,26.682618905307834,57.483372602153565,42852.28596192438,71014.95851270053,28162.672550776144,65.72035054512511
Mechanical Keyboard,3212,2890.8,Decrease 10%,62.693758528704244,89.7257334861199,69715.45948391911,70955.11004082364,1239.6505569045257,1.7781573356630738
Wireless Headphones,2495,2245.5,Decrease 10%,18.936814333055516,40.785833944108774,18842.130261390237,30405.83920533309,11563.708943942853,61.371558223638154
Bluetooth Speaker,1712,1540.8,Decrease 10%,29.752849598446787,48.281714769836924,17018.629970311562,19351.311279750636,2332.6813094390745,13.706633927104356
USB Cable,299,269.1,Decrease 10%,53.37490454018839,52.704899060945046,9554.107912693722,7858.300449986908,-1695.8074627068145,-17.74951129088401
Laptop Stand,933,839.7,Decrease 10%,85.19396013824957,85.36515758542248,33481.22633433208,25583.93772835112,-7897.288605980961,-23.587214300698953
Bluetooth Speaker,2053,1847.7,Decrease 10%,12.499390168444993,28.211363359938613,11411.943223790278,19965.181849828557,8553.23862603828,74.94988765986403
Phone Case,501,450.90000000000003,Decrease 10%,74.0802499540777,83.20034728404109,22298.155236177387,20874.96713356591,-1423.1881026114752,-6.382537423106823
Power Bank,1402,1261.8,Decrease 10%,74.63317408079322,80.79279814981139,37465.8533885582,29230.83437060176,-8235.019017956442,-21.98006524114397
Webcam HD,1935,1741.5,Decrease 10%,33.59940258179275,52.35911594611368,24695.560897617674,28352.461284820558,3656.9003872028843,14.807926017001934
Wireless Headphones,2286,2057.4,Decrease 10%,57.78609625791948,85.26148318712403,45419.87165872471,47524.75072850294,2104.8790697782315,4.634269082911213
Phone Case,463,416.7,Decrease 10%,40.433440111392244,51.31552272100482,10633.99474929616,11120.073773641743,486.0790243455831,4.570991765608644
Smart Watch,4674,4206.6,Decrease 10%,38.61997406550806,82.62220516851004,64649.836585660494,99691.95275632424,35042.11617066375,54.202946242923964
Power Bank,1433,1289.7,Decrease 10%,22.94021647940299,33.27671697030036,12227.135383521794,12967.936603326052,740.8012198042579,6.058665391099025
Webcam HD,2101,1890.9,Decrease 10%,26.211558954971558,48.25843397833433,23616.614618429372,33341.752035631194,9725.137417201822,41.17921884372348
Phone Case,490,441.0,Decrease 10%,69.71467823783965,72.54490917410257,20217.2566889735,17483.32311095872,-2733.9335780147776,-13.522772253793791
Mechanical Keyboard,3636,3272.4,Decrease 10%,7.16287239422513,40.849683003793814,11002.1719975298,47892.168353647874,36889.99635611808,335.29739731755325
USB Cable,318,286.2,Decrease 10%,63.50282212448794,50.17883851093366,12573.558780648613,8339.722960517174,-4233.835820131439,-33.672533719312156
USB Cable,316,284.40000000000003,Decrease 10%,64.66897533928613,63.27113326468654,12675.119166500082,10401.77430871447,-2273.3448577856125,-17.93549100346123
Bluetooth Speaker,2039,1835.1000000000001,Decrease 10%,7.989379688653106,22.221022101350023,7182.452340099142,15445.832462648405,8263.380122549263,115.0495642890016
USB Cable,276,248.4,Decrease 10%,72.68074915986516,64.38437615221913,11338.196868938965,8266.953897944937,-3071.242970994028,-27.087578443868004
Wireless Headphones,2610,2349.0,Decrease 10%,46.75756989764368,63.43102643002648,51900.90258638448,53852.94143909248,1952.0388527079995,3.7610884501652024
Smart Watch,4823,4340.7,Decrease 10%,-1.0798357372276932,22.752391239641437,-1968.5405489660848,30504.13093498727,32472.671483953356,0.0
Wireless Headphones,2305,2074.5,Decrease 10%,52.98125306500351,75.3861288722989,42649.908717327824,43309.331037135715,659.4223198078907,1.546128326272315
Gaming Mouse,1304,1238.8,Decrease 5%,24.144274715342707,32.830654252994044,12651.599950839578,15062.704171273666,2411.1042204340883,19.057702028225165
Webcam HD,2118,1906.2,Decrease 10%,69.49919568659006,84.73530923224244,63800.261640289675,59840.07537980962,-3960.1862604800554,-6.207163040816136
Mechanical Keyboard,3357,3021.3,Decrease 10%,72.60621110495597,110.11620172678913,91266.00735892967,101450.05665089084,10184.049291961172,11.158644479657674
Bluetooth Speaker,1989,1790.1000000000001,Decrease 10%,43.576769116502554,58.35320584779822,36996.67697991067,37935.419121653635,938.742141742965,2.5373688081572987
Laptop Stand,913,821.7,Decrease 10%,34.200928620629725,40.50021608499247,12756.946375494887,11408.910871142381,-1348.035504352505,-10.567070399715544
Smart Watch,5303,4772.7,Decrease 10%,102.01102122878228,105.4248313094645,234931.3818898856,186886.5984622877,-48044.783427597926,-20.45056009167687
Laptop Stand,925,832.5,Decrease 10%,66.47949647627583,68.00456374422974,25594.606143366193,19891.3348951872,-5703.271248178993,-22.283098306856388
Mechanical Keyboard,3679,3311.1,Decrease 10%,10.775463486974733,48.45220396679093,17014.456845933102,58680.46422418049,41666.00737824739,244.88590940948347
Mechanical Keyboard,3711,3525.45,Decrease 5%,53.70854062838591,73.15896729988556,86524.4589523297,104284.44993762186,17759.990985292156,20.525977510101452
USB Cable,269,242.1,Decrease 10%,57.33260657183366,62.46468236174518,8542.558379203216,7626.937716369086,-915.6206628341297,-10.718342470602254
Mechanical Keyboard,3590,3410.5,Decrease 5%,22.531184347663945,44.652921433242206,33571.46467801928,58517.65353826391,24946.188860244634,74.30771668588534
Gaming Mouse,1279,1151.1000000000001,Decrease 10%,51.41302971054463,63.172846288447886,25655.101825561767,23443.44325764302,-2211.6585679187483,-8.620735879189285
Smart Watch,5362,4825.8,Decrease 10%,60.65111892178498,98.99013810651648,143257.9428932561,180736.1941548778,37478.251261621685,26.161377515763544
Gaming Mouse,1341,1206.9,Decrease 10%,76.38680740982205,79.44819111462479,42852.998956910174,33916.43278683333,-8936.566170076847,-20.85400412480536
Wireless Headphones,2641,2376.9,Decrease 10%,20.669460614242492,52.293882256834124,23583.854560850683,45856.50535101785,22272.650790167165,94.44024823295797
Phone Case,476,428.40000000000003,Decrease 10%,89.06984830725501,95.11675505757334,24583.278132802385,21724.666855149753,-2858.6112776526315,-11.628275375684254
Smart Watch,4909,4418.1,Decrease 10%,18.399141166096687,75.83539770396835,35123.96048607858,107542.17748399756,72418.21699791898,206.17896158555934
USB Cable,288,259.2,Decrease 10%,40.93777902007153,58.46137365457813,6877.546875372017,8137.823212717275,1260.276337345258,18.324503782856265
Gaming Mouse,1208,1087.2,Decrease 10%,49.007237436668774,61.378257253009195,20975.097622894235,18855.40062812443,-2119.6969947698053,-10.105778923556306
Bluetooth Speaker,1763,1586.7,Decrease 10%,63.259174496121524,79.86669550353946,39410.46571108371,35676.45288143108,-3734.0128296526236,-9.474673192208634
Webcam HD,1899,1709.1000000000001,Decrease 10%,17.25630140543357,34.557517031635804,12062.154682398066,17593.231920805792,5531.077238407726,45.8548027615585
Mechanical Keyboard,3277,2949.3,Decrease 10%,45.798170643407325,76.91231289685332,53904.44684729042,65321.62734329754,11417.180496007124,21.180405632120912
USB Cable,313,281.7,Decrease 10%,62.55815460691449,57.948451600153454,12073.723839134496,9370.264623744813,-2703.459215389683,-22.39126264116606
Gaming Mouse,1195,1314.5,Increase 10%,88.2277239313965,61.25076542446397,36614.50543152955,32738.534119375992,-3875.971312153557,-10.585890117788873
Bluetooth Speaker,1818,1636.2,Decrease 10%,40.00725997384652,62.649632637329425,27124.92226226794,31086.747714642865,3961.8254523749238,14.605849978364773
USB Cable,273,245.70000000000002,Decrease 10%,91.01870062200469,76.9590807939018,13925.861195166717,9673.756455793458,-4252.104739373259,-30.533872769384253
Webcam HD,2072,1864.8,Decrease 10%,28.666549305325216,59.14267151766074,24997.23099424359,39318.04802494086,14320.817030697268,57.289613533575356
Wireless Headphones,2509,2258.1,Decrease 10%,74.97355989185186,87.18463379315786,75648.32193087853,66094.67087859297,-9553.651052285568,-12.629032354498149
Mechanical Keyboard,3662,3478.8999999999996,Decrease 5%,16.87859168955446,38.857684013203375,26364.36021908407,53580.86048580612,27216.500266722054,103.23216660884931
USB Cable,317,285.3,Decrease 10%,55.77457226639888,65.39838465211213,10987.590736480579,10810.352982994136,-177.23775348644267,-1.6130720349638128
Smart Watch,4628,4165.2,Decrease 10%,33.21916813322104,68.73592650039274,54080.80572088385,80091.10155825761,26010.295837373757,48.09524468184766
Wireless Headphones,2560,2304.0,Decrease 10%,75.44037037121096,85.3800324980341,79966.79259348362,68645.54612841942,-11321.246465064207,-14.157434727458055
Mechanical Keyboard,3156,2840.4,Decrease 10%,23.658823166649423,71.47842323726428,24983.71726398179,52922.62456487048,27938.907300888688,111.82846413798997
Smart Watch,5330,4797.0,Decrease 10%,70.34242435518732,108.12876567071176,163897.84874758645,194307.39191026904,30409.54316268259,18.553961138022807
Smart Watch,5304,4773.6,Decrease 10%,24.40463556225763,75.75102748921189,56228.28033544158,134352.02235486623,78123.74201942465,138.94030113203019
Power Bank,1485,1336.5,Decrease 10%,77.25342290202424,87.12279861342198,45193.252397684184,38029.10159475869,-7164.150802925491,-15.85225763324925
Phone Case,485,436.5,Decrease 10%,77.50567143064157,87.89154052446106,22089.116357732848,20786.349334035043,-1302.7670236978047,-5.897777903830628
Mechanical Keyboard,3828,4210.8,Increase 10%,92.46347342388277,63.93735423383157,159776.88207646942,134958.96731677168,-24817.914759697742,-15.532857092442107
Gaming Mouse,1246,1121.4,Decrease 10%,46.98349308938881,46.40220145005661,21894.307779655184,15841.71157504933,-6052.596204605854,-27.64461094417472
Laptop Stand,966,869.4,Decrease 10%,108.02774357796656,111.70607563673794,46019.81876421376,36795.981314741475,-9223.837449472281,-20.043185082347573
Wireless Headphones,2414,2172.6,Decrease 10%,63.421156061521636,76.98208837867841,57966.93664023077,51778.152643499096,-6188.783996731676,-10.676403404137242
Laptop Stand,870,826.5,Decrease 5%,48.85547108732223,44.07375053078493,16122.305458816336,12627.129527069881,-3495.175931746455,-21.679132309425075
Mechanical Keyboard,3577,3219.3,Decrease 10%,20.486956626886254,55.14038714227651,30259.234937911,61718.63532835011,31459.40039043911,103.96627824527201
Smart Watch,4868,4381.2,Decrease 10%,5.101661715179601,43.79391827719106,9529.904083955495,60488.15992445628,50958.25584050079,534.7195039065912
Gaming Mouse,1255,1129.5,Decrease 10%,31.429475920135886,39.66846878451143,14929.001062064546,13864.129840186746,-1064.8712218778,-7.132903383493618
Power Bank,1631,1549.4499999999998,Decrease 5%,12.921538003868083,29.028055810528844,9445.644280827568,18852.270846147952,9406.626565320385,99.58692372540028
Gaming Mouse,1383,1244.7,Decrease 10%,48.69588662683695,67.94193501550343,29363.619635982683,31572.61720170445,2208.9975657217656,7.522906212198792
USB Cable,315,283.5,Decrease 10%,52.60384182615792,53.5952298519504,10257.749156100794,8762.82008079389,-1494.9290753069035,-14.5736559995503
Smart Watch,4937,5430.700000000001,Increase 10%,131.53544178370385,59.620283169524804,254784.15073503435,144919.02230016398,-109865.12843487036,-43.12086451135881
Wireless Headphones,2293,2063.7000000000003,Decrease 10%,37.7305527112848,57.257189747588434,29920.328300048848,32275.877860715616,2355.5495606667682,7.872739687361394
Smart Watch,4813,4331.7,Decrease 10%,58.03171344885484,79.81219965511167,105211.49648277381,106285.9062807122,1074.4097979383805,1.0211904913968148
USB Cable,295,324.5,Increase 10%,65.03920652696328,59.041315230117554,11381.861142218575,12073.94896455904,692.0878223404652,6.080620855347758
USB Cable,306,275.40000000000003,Decrease 10%,82.75728800173114,76.99226109218498,15392.855568321993,11964.597373725548,-3428.258194596445,-22.271749250033185
